index,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Rating
343,Sega Superstars Tennis,X360,2008,Sports,Sega,67,6.8,E10+
344,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,85,8.9,E
345,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,61,5.3,E
346,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,76,7.7,T
347,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,83,7.4,E10+
348,Madden NFL 13,X360,2012,Sports,Electronic Arts,81,5.8,E
349,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,87,8.7,T
350,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,83,7.8,M
351,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84,8.4,M
352,Madden NFL 10,X360,2009,Sports,Electronic Arts,85,6.1,E
353,BioShock,X360,2007,Shooter,Take-Two Interactive,96,8.9,M
354,Metroid Prime,GC,2002,Shooter,Nintendo,97,9.3,T
355,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,90,8.2,M
356,Medal of Honor,PS3,2010,Shooter,Electronic Arts,75,7.5,M
357,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,80,7.9,T
358,NBA Street,PS2,2001,Sports,Electronic Arts,89,8.6,E
359,Jak II,PS2,2003,Platform,Sony Computer Entertainment,87,8.2,T
360,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,89,7.2,E10+
361,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,81,5.6,E10+
362,Battlefield 3,PC,2011,Shooter,Electronic Arts,89,7.5,M
363,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,83,7.7,M
364,The Sims,PS2,2003,Simulation,Electronic Arts,83,7.7,T
365,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,84,7.9,M
366,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,73,6.7,T
367,Yoshi's Island DS,DS,2006,Platform,Nintendo,81,7.4,E
368,Saints Row: The Third,X360,2011,Action,THQ,84,7.6,M
369,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79,7.4,T
370,Sonic and the Secret Rings,Wii,2007,Platform,Sega,69,6.6,E
371,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,95,9.1,E
372,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,86,8.2,M
373,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,89,7.8,M
374,Call of Duty 3,X360,2006,Shooter,Activision,82,6.5,T
375,Madden NFL 12,X360,2011,Sports,Electronic Arts,78,5.9,E
376,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,84,9,E10+
377,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,73,6.8,M
378,Madden NFL 11,X360,2010,Sports,Electronic Arts,84,5.7,E
379,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,93,9.1,T
380,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,79,7.7,E
381,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,83,8.7,E10+
382,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,77,8.2,T
383,Medal of Honor,PS,1998,Shooter,Electronic Arts,92,8.6,T
384,Fable,XB,2004,Role-Playing,Microsoft Game Studios,85,8.5,M
385,Guitar Hero: World Tour,X360,2008,Misc,Activision,85,6.3,T
386,FIFA 17,XOne,2016,Sports,Electronic Arts,84,5.5,E
387,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,89,7.7,T
388,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,84,6.9,E
389,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,71,7.9,T
390,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,79,6.6,T
391,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,78,7.8,T
392,Skate 3,X360,2010,Sports,Electronic Arts,80,8,T
393,ESPN NFL 2K5,PS2,2004,Sports,Sega,90,8.2,E
394,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,82,7.2,T
395,NBA 2K12,X360,2011,Sports,Take-Two Interactive,90,7.7,E
396,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,90,7.5,E
397,Medal of Honor,X360,2010,Shooter,Electronic Arts,74,6.7,M
398,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,71,7.6,E
399,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,91,8.7,M
400,NBA Live 2005,PS2,2004,Sports,Electronic Arts,84,8.1,E
401,Mario Strikers Charged,Wii,2007,Sports,Nintendo,79,8,E10+
402,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,87,7.5,E
403,Style Savvy,DS,2008,Simulation,Nintendo,73,7.7,E
404,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,80,8.6,T
405,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,80,7.4,E10+
406,Madden NFL 08,PS2,2007,Sports,Electronic Arts,78,7.8,E
407,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,72,8.7,T
408,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,73,8.3,E
409,Madden NFL 13,PS3,2012,Sports,Electronic Arts,83,5.5,E
410,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,86,7.9,M
411,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,73,8,E
412,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,87,7.8,E10+
413,Madden NFL 09,X360,2008,Sports,Electronic Arts,83,7,E
414,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,80,7.9,T
415,Art Academy,DS,2010,Misc,Nintendo,75,8,E
416,NBA 2K14,X360,2013,Sports,Take-Two Interactive,87,4.9,E
417,Skylanders Giants,Wii,2012,Action,Activision,78,7,E10+
418,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,50,5.4,E
419,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,82,7.5,T
420,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,79,8.8,M
421,Game Party,Wii,2007,Misc,Midway Games,25,4.3,E
422,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,92,8.6,M
423,Mario Party 4,GC,2002,Misc,Nintendo,70,7.4,E
424,Pure,X360,2008,Racing,Disney Interactive Studios,85,7.7,E
425,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,90,8,E
426,Saints Row: The Third,PS3,2011,Action,THQ,82,7.7,M
427,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,87,6.1,M
428,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,83,7,E
429,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,83,8.2,T
430,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,82,8.2,T
431,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,81,8.4,T
432,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,79,8,E10+
433,Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,78,3.1,M
434,Madden NFL 16,XOne,2015,Sports,Electronic Arts,84,6.1,E
435,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,82,7.8,M
436,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,73,7.9,E10+
437,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,66,8.2,T
438,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,77,6.8,E
439,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,82,8.4,E
440,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,62,6.2,E10+
441,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,82,8.1,M
442,Guitar Hero,PS2,2005,Misc,RedOctane,91,8.7,T
443,Madden NFL 11,PS3,2010,Sports,Electronic Arts,83,6.1,E
444,Dead Island,X360,2011,Action,Deep Silver,71,6.9,M
445,Half-Life 2,PC,2004,Shooter,Vivendi Games,96,9.1,M
446,The Incredibles,PS2,2004,Action,THQ,62,7.6,T
447,Madden NFL 08,X360,2007,Sports,Electronic Arts,85,6.4,E
448,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,83,8.8,T
449,Zumba Fitness,X360,2010,Sports,505 Games,42,5.5,E
450,Madden NFL 10,PS3,2009,Sports,Electronic Arts,85,6.8,E
451,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,81,8.5,T
452,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,73,2.9,E10+
453,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,71,7.2,T
454,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,89,9,E10+
455,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,84,8.4,M
456,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,86,6.2,E10+
457,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,66,6.5,E
458,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,84,9.1,T
459,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,86,8.5,E
460,Guild Wars 2,PC,2012,Action,NCSoft,90,7.9,T
461,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,75,5.6,E
462,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,76,7.7,T
463,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,80,6.7,E10+
464,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,77,8.7,E
465,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,78,6.7,E
466,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,82,6.9,E
467,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,72,7.2,E10+
468,The Sims 3,X360,2010,Simulation,Electronic Arts,76,7.1,T
469,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,68,8.2,E
470,Dead Island,PS3,2011,Action,Deep Silver,71,6.6,M
471,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,81,8.9,E
472,Wario Land 4,GBA,2001,Platform,Nintendo,88,8.9,E
473,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,80,8.6,E10+
474,Far Cry: Primal,PS4,2016,Action,Ubisoft,76,6.3,M
475,Battlefield 1,XOne,2016,Shooter,Electronic Arts,87,8.2,M
476,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,84,9,M
477,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,87,9.4,E
478,Madden NFL 12,PS3,2011,Sports,Electronic Arts,79,5.5,E
479,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,80,7.5,M
480,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,83,7.8,T
481,Sonic Advance,GBA,2001,Platform,Sega,87,8.1,E
482,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,74,5.7,E
483,New Super Luigi U,WiiU,2013,Platform,Nintendo,77,7.9,E
484,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,74,8,E
485,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,79,8,T
486,Madden NFL 25,X360,2013,Sports,Electronic Arts,80,5.6,E
487,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,91,8.2,M
488,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,92,8.8,T
489,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,84,8.6,T
490,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,80,7.6,E10+
491,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,73,7.3,M
492,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,71,6.6,T
493,Guitar Hero II,X360,2007,Misc,Activision,92,8.1,T
494,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,79,5.9,E
495,Rock Band 2,X360,2008,Misc,Electronic Arts,92,8.3,T
496,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,88,7,E10+
497,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,80,7.9,E
498,BioShock 2,X360,2010,Shooter,Take-Two Interactive,88,8.2,M
499,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,94,9.2,T
500,Madden NFL 15,PS4,2014,Sports,Electronic Arts,81,6.1,E
501,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,80,6.6,E
502,Saints Row,X360,2006,Action,THQ,81,7.5,M
503,ATV Offroad Fury 2,PS2,2002,Racing,THQ,82,8.9,E
504,FIFA 15,XOne,2014,Sports,Electronic Arts,82,5.4,E
505,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,80,6.9,M
506,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,82,6.3,T
507,The Sims: House Party,PC,2001,Simulation,Electronic Arts,74,7.9,T
508,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,79,7.6,E10+
509,Sonic Unleashed,Wii,2008,Platform,Sega,66,7.3,E10+
510,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,69,7.6,E
511,Overwatch,PS4,2016,Shooter,Activision,90,6.1,T
512,Hitman: Absolution,PS3,2012,Action,Square Enix,83,7.5,M
513,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,64,7.5,T
514,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,77,9,E
515,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,87,7.8,E
516,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,62,5.2,E
517,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,85,8.2,E
518,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,90,6.7,E
519,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,89,8.5,E
520,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,78,9.3,T
521,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,84,4.9,E
522,Parasite Eve,PS,1998,Role-Playing,SquareSoft,81,8.9,M
523,Tetris DS,DS,2006,Puzzle,Nintendo,84,8.7,E
524,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,73,5,M
525,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,86,8.3,M
526,Borderlands,PS3,2009,Shooter,Take-Two Interactive,83,7.9,M
527,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,84,9,M
528,NBA 2K11,X360,2010,Action,Take-Two Interactive,89,8.1,E
529,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,74,7.9,M
530,Dead Rising,X360,2006,Action,Capcom,85,7.6,M
531,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,90,5.6,T
532,Tetris Worlds,PS2,2002,Puzzle,THQ,44,6.2,E
533,Final Fantasy III,DS,2006,Role-Playing,Square Enix,77,7.1,E10+
534,Mario Party 5,GC,2003,Misc,Nintendo,69,8.2,E
535,Portal 2,X360,2011,Shooter,Valve Software,95,8.5,E10+
536,Mario Sports Mix,Wii,2010,Sports,Nintendo,64,7.1,E
537,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,72,7.8,E10+
538,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,49,5.2,E
539,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,73,7.1,E10+
540,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,71,6.1,E
541,UFC 2009 Undisputed,X360,2009,Fighting,THQ,83,7.9,T
542,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,89,8.9,T
543,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,82,8.6,E10+
544,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,92,8.8,T
545,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,72,7.1,E10+
546,Sonic Mega Collection,GC,2002,Misc,Infogrames,75,8.8,E
547,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,59,5.9,T
548,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,72,9,T
549,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,82,8.2,T
550,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,73,6,E10+
551,Donkey Kong Country,GBA,2003,Platform,Nintendo,78,8.9,E
552,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,86,8.2,T
553,Carnival Games,DS,2008,Misc,Take-Two Interactive,48,3.3,E
554,NBA Live 2004,PS2,2003,Sports,Electronic Arts,86,7.7,E
555,Call of Duty 2,X360,2005,Shooter,Activision,89,8.1,T
556,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,73,7.7,E10+
557,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,62,8.1,E
558,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,89,8.7,M
559,Just Dance 3,X360,2011,Misc,Ubisoft,70,7.7,E10+
560,Battlefield 4,XOne,2013,Shooter,Electronic Arts,81,6.6,M
561,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,92,9.1,T
562,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,64,6.4,T
563,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,89,7.4,M
564,Dead Space,PS3,2008,Action,Electronic Arts,88,8.8,M
565,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,76,7.1,T
566,TouchMaster,DS,2007,Puzzle,Midway Games,71,5.7,E10+
567,Tenchu: Stealth Assassins,PS,1997,Action,Activision,87,8.8,M
568,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,76,7.9,E
569,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,75,7.8,E10+
570,Skate 3,PS3,2010,Sports,Electronic Arts,80,7.6,T
571,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,80,6.2,E10+
572,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,56,4.1,E
573,Devil May Cry 2,PS2,2003,Action,Capcom,68,6.6,M
574,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,81,8.7,E10+
575,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,85,8.4,T
576,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,88,8.3,M
577,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,69,7.7,E
578,Resident Evil 6,X360,2012,Shooter,Capcom,67,5,M
579,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,93,8.6,AO
580,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,90,8.8,E
581,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,80,8.9,T
582,Kirby Squeak Squad,DS,2006,Platform,Nintendo,71,8.1,E
583,Burnout Paradise,PS3,2008,Racing,Electronic Arts,87,7.7,E10+
584,The Sims 3,PS3,2010,Simulation,Electronic Arts,78,6.4,T
585,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,87,8,E
586,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,77,8.9,T
587,Call of Duty: World at War,Wii,2008,Shooter,Activision,83,7.6,M
588,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,63,8.3,M
589,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,93,8.5,M
590,X-Men Legends,PS2,2004,Role-Playing,Activision,79,8.5,T
591,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,72,7.5,T
592,Destiny: The Taken King,PS4,2015,Shooter,Activision,86,6,T
593,Red Faction,PS2,2001,Shooter,THQ,88,8,M
594,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,80,8.6,T
595,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,57,6.3,E
596,MX Unleashed,PS2,2004,Racing,THQ,80,9.2,E
597,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,92,7.4,K-A
598,Guitar Hero: World Tour,PS3,2008,Misc,Activision,84,7.5,T
599,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,83,6.5,E
600,Diablo III,PS3,2013,Role-Playing,Activision,86,6.4,M
601,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,79,7.1,E
602,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,90,8.6,T
603,Mario Super Sluggers,Wii,2008,Sports,Nintendo,69,7.8,E
604,Monopoly,Wii,2008,Misc,Electronic Arts,70,7.8,E
605,Madden NFL 09,PS3,2008,Sports,Electronic Arts,85,4.4,E
606,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,74,7.5,T
607,Game Party 2,Wii,2008,Misc,Midway Games,29,4.6,E
608,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,81,8.5,M
609,NBA 2K17,PS4,2016,Sports,Take-Two Interactive,88,6.7,E
610,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,49,6.6,E
611,Star Fox Adventures,GC,2002,Adventure,Nintendo,82,7.7,T
612,Madden NFL 25,PS3,2013,Sports,Electronic Arts,76,4.1,E
613,Dynasty Warriors 3,PS2,2001,Action,THQ,78,9.1,T
614,Madden NFL 06,XB,2005,Sports,Electronic Arts,86,6.7,E
615,Shrek 2,PS2,2004,Platform,Activision,71,8.5,E
616,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,74,8.4,T
617,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,71,7.9,T
618,NBA Live 2002,PS2,2001,Sports,Electronic Arts,70,7.4,E
619,Just Cause 3,PS4,2015,Action,Square Enix,73,6.5,M
620,Chrono Cross,PS,1999,Role-Playing,SquareSoft,94,8.1,T
621,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,84,8.6,T
622,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,76,7.9,E
623,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,87,7.8,M
624,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,82,7.9,E10+
625,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,80,4.5,E
626,NCAA Football 06,PS2,2005,Sports,Electronic Arts,87,8.5,E
627,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,67,8.3,E10+
628,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,80,8.8,E
629,Sonic Classic Collection,DS,2010,Platform,Sega,70,7.5,E
630,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,83,8.4,T
631,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,82,4.8,T
632,Namco Museum,PS2,2001,Misc,Namco Bandai Games,72,6,E
633,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,85,7.9,T
634,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,89,8.9,M
635,The Orange Box,X360,2007,Shooter,Electronic Arts,96,8.9,M
636,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,82,8.2,E
637,Virtua Fighter 4,PS2,2002,Fighting,Sega,94,8,T
638,Mafia III,PS4,2016,Action,Take-Two Interactive,68,5.1,M
639,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,88,9,E
640,Sonic Advance 2,GBA,2002,Platform,Sega,83,8.3,E
641,Madden NFL 07,X360,2006,Sports,Electronic Arts,80,6,E
642,NBA 2K11,PS3,2010,Action,Take-Two Interactive,89,7.6,E
643,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,87,7.9,E
644,The Evil Within,PS4,2014,Action,Bethesda Softworks,75,7.3,M
645,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,90,8.9,T
646,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,85,8.5,T
647,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,57,7.6,M
648,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,47,6.6,M
649,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,87,8.6,T
650,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,75,7.4,E10+
651,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,76,7.7,E10+
652,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,84,8.1,T
653,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,75,9,E
654,Golden Sun,GBA,2001,Role-Playing,Nintendo,91,9.3,E
655,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,83,8.9,M
656,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,84,6.1,M
657,State of Emergency,PS2,2002,Action,Take-Two Interactive,71,5.7,M
658,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,70,8.2,T
659,Star Wars: Starfighter,PS2,2001,Simulation,Activision,84,8,T
660,Star Wars: Battlefront,XB,2004,Shooter,Activision,80,9.1,T
661,Madden NFL 17,PS4,2016,Sports,Electronic Arts,82,4.9,E
662,Just Cause 2,PS3,2010,Action,Square Enix,83,8,M
663,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,81,7.1,E
664,Crackdown,X360,2007,Shooter,Microsoft Game Studios,83,8,M
665,Wii Party U,WiiU,2013,Misc,Nintendo,65,6.8,E
666,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,55,6.2,E10+
667,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,83,8.7,T
668,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,55,3.5,T
669,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,78,8.3,M
670,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,63,6.6,M
671,SSX Tricky,PS2,2001,Sports,Electronic Arts,92,8.9,E
672,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,54,6.5,E10+
673,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,78,8.1,T
